label,label_hint,hint_reason,similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
2,2,matching thresholds + jaccard 0.75,0.9056,2.2,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 95.8¢,KXOSCARCOUNT-26-HAM-3,How many awards will Hamnet win at the Oscars? — Exactly 3,2.0,100.0,0xcf41ec521d941b5f9edf980761945d98a03e28361be18d58ee52e3d5c04ab0fe,"Will ""Hamnet"" win exactly 3 awards at the Oscars?",4.2,95.8
2,-1,needs review,0.905,3.5,NO on Kalshi @ 4.0¢  +  YES on Polymarket @ 92.5¢,SENATEAR-26-R,Will Republicans win the Senate race in Arkansas? — Republican party,98.0,4.0,0x814f5203f08088877a5e70911f5f1c7d13030d986a9237822e6f708a27111c62,Will the Republicans win the Arkansas Senate race in 2026?,92.5,7.5
0,-1,needs review,0.8403,41.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 54.5¢,KXLEADERMLBHITS-26-BHAR,Will Bryce Harper lead Pro Baseball in hits for the 2026 regular season? — Bryce Harper,4.0,100.0,0xaf489db3918f033a1302f9999468c38a36f1e597a9da4365cdab3f693f905b1d,Will Bryce Harper hit the most home runs at the 2026 World Baseball Classic?,45.5,54.50000000000001
1,-1,needs review,0.9396,67.55,NO on Kalshi @ 30.0¢  +  YES on Polymarket @ 2.5¢,KXIPOOPENAI-27MAY01,"When will OpenAI IPO? — Before May 1, 2027",76.0,30.0,0x753e6031044632c083fede2715235b69bb2596e37d34f6f19d2b6635d2d4dd58,Will OpenAI IPO by June 30 2026?,2.45,97.55
1,2,matching thresholds + jaccard 0.50,0.9551,1.05,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 97.0¢,KXLEADERNBAREB-26-JDUR,Will Jalen Duren lead Pro Basketball in Rebounds Per Game for the 2025-26 Regular Season? — Jalen Duren,2.0,100.0,0x6b69d93d6614f64a4e4ffb16951cb673b3b6fa3986abcff3053b384d7c26a387,Will Jalen Duren lead the NBA in rebounds during the 2025–26 NBA season?,3.05,96.95
0,1,threshold mismatch (200.0 vs 12500.0),0.8472,80.0,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 19.0¢,KXAVGMEASLESDJT-29-200,What will the average number of measles cases be during the Trump Administration? — At least 200,100.0,1.0,0xf84585b48f83e2630a7b5f60b6e43188f29f1d68206685aa3753db065e6bdc09,Will there be at least 12500 measles cases in the U.S. in 2026?,19.0,81.0
2,2,matching thresholds + jaccard 0.75,0.9367,3.0,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 86.0¢,KXHOUSERACE-WI06-26-D,Will Democratic win the House race for WI-06? — Democratic party,11.0,95.0,0x4177cc7d5bc2839272645159dae904119ff4ba690dc54592846dbbe79746a94f,Will the Democratic Party win the WI-06 House seat?,14.000000000000002,86.0
2,-1,needs review,0.8774,1.5,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 16.5¢,KXNFLAFCSOUTH-27-IND,Will Indianapolis win the Pro Football AFC South Division? — Indianapolis,21.0,82.0,0x54af4c40b9f56eb937115a08e81e6d1edfa51cd4b4780108cccdb94a9ec4c3b5,Will Indianapolis Colts win the 2026 AFC South?,16.5,83.5
2,2,matching thresholds + jaccard 0.73,0.8633,2.0,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 24.0¢,KXEPLRELEGATION-26-NFO,Will Nottingham Forest be Relegated from English Premier League in 2025-26 Season? — Nottingham Forest,28.0,74.0,0xd73eaca0ff89411ac245891bb437f47f02b576801203ef067b94916a982308e3,Will Nottm Forest be relegated from the English Premier League after the 2025–26 season?,24.0,76.0
0,-1,needs review,0.831,23.0,YES on Kalshi @ 29.0¢  +  NO on Polymarket @ 48.0¢,KXSUPERLIGGAME-26MAR09ALAGEN-TIE,Alanyaspor vs Genclerbirligi Winner? — Tie,29.0,73.0,0x8142cbf8e91a085ef321e4063dac4bb65ed923b1b245e650e5d0547bcb4349e0,Alanyaspor vs. Gençlerbirliği SK: Both Teams to Score,52.0,48.0
2,2,matching thresholds + jaccard 0.75,0.9275,1.5,NO on Kalshi @ 8.0¢  +  YES on Polymarket @ 90.5¢,KXHOUSERACE-CA10-26-D,Will Democratic win the House race for CA-10? — Democratic party,99.0,8.0,0x82c5486009f212e611188228baf880b7bfeecc45c8bed288b2e8fd02c7a53e9a,Will the Democratic Party win the CA-10 House seat?,90.5,9.5
0,-1,needs review,0.83,41.5,YES on Kalshi @ 12.0¢  +  NO on Polymarket @ 46.5¢,KXEPLGAME-26MAR15LFCTOT-TOT,Liverpool vs Tottenham Winner? — Tottenham,12.0,89.0,0xdeeb84710b376898542f6962930bece5023ff36cdbc51aedb74b9592757bdb3e,Liverpool FC vs. Tottenham Hotspur FC: Both Teams to Score,53.5,46.5
2,2,matching thresholds + jaccard 0.56,0.8835,1.0,NO on Kalshi @ 60.0¢  +  YES on Polymarket @ 39.0¢,KXMN2D-26-MKLE,Wil Matt Klein be the Democratic (DFL) nominee for MN-2? — Matt Klein,44.0,60.0,0x33c3b9a093ed165a022c0cece1dfbc75aacfc7d02b32ec2b60f33b83a83b584e,Will Matt Klein be the Democratic nominee for MN-02?,39.0,61.0
0,-1,needs review,0.8665,21.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 77.5¢,KXLEADERNBA3PT-26-JHAR,Will James Harden lead Pro Basketball in Three Pointers Made Per Game for the 2025-26 Regular Season? — James Harden,1.0,100.0,0xa0d99e77290e776bb65866c82f745746777dffbe248fae7568a8bf6f63e4ddb0,Will Stephen Curry lead the NBA in three pointers made during the 2025–26 NBA season?,22.5,77.5
0,-1,needs review,0.8681,2.5,NO on Kalshi @ 8.0¢  +  YES on Polymarket @ 89.5¢,KXGOVTNNOMR-2-26-MBLA,Wil Marsha Blackburn be the Republican nominee for Governor in Tennessee? — Marsha Blackburn,93.0,8.0,0x77fa5217790ee3ceff04cc8e719c5af97616a122286ebdfcfcd232689adc4380,Will Marsha Blackburn win the 2026 Tennessee Governor Republican primary election?,89.5,10.5
2,2,matching thresholds + jaccard 0.75,0.9264,6.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-LA04-26-D,Will Democratic win the House race for LA-04? — Democratic party,3.0,100.0,0x5de92354690837ec07b7e4f11f3a730292ba400db807923dc308ad1a45c250ec,Will the Democratic Party win the LA-04 House seat?,9.0,91.0
1,2,matching thresholds + jaccard 0.50,0.9559,2.0,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 88.0¢,KXVISITVENEZUELA-26MAY01-JKUS,"Will Jared Kushner visit Venezuela before May 1, 2026? — Jared Kushner",10.0,95.0,0x3a8470f1b75368b58d7e902ac4b2a41358768eb6c53faa1d743d775e74b43f47,"Will Jared Kushner visit Venezuela by March 31, 2026?",12.0,88.0
2,-1,needs review,0.829,4.5,NO on Kalshi @ 60.0¢  +  YES on Polymarket @ 35.5¢,KXTRUMPADMINLEAVE-26DEC31-KPAT,Will Kash Patel leaves Director of the FBI in before 2027? — Kash Patel,41.0,60.0,0xde2be5c360bafeb33cc43bd0a49368ed89371daca90e1cc6da8bf7f93d5bbadf,Will Kash Patel leave the Trump administration before 2027?,35.5,64.5
1,-1,needs review,0.9128,11.0,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 8.0¢,KXSPACEXCOUNT-26B-180,How many launches will SpaceX have in 2026? — Above 180,24.0,81.0,0xec9e92f27a98bc29028aec518993330e7920ac35f40fdea3c51e11d6ddc6acde,Will SpaceX have 200 or more launches in 2026?,8.0,92.0
0,-1,needs review,0.9569,9.0,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 73.0¢,KXALBUMRELEASEDATEFRANK-JAN01-30,Will Frank Ocean release a new album in 2029? — 2029,18.0,90.0,0xc5b751a3ead913be1a0fa6f1f587a52dd1b7fb3a8f15288e43c430d54b6e8d52,Will Frank Ocean release an album in 2026?,27.0,73.0
2,-1,needs review,0.9275,1.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.0¢,KXNHLPRES-26-ANA,Will the Anaheim Ducks win the Pro Hockey President's Trophy? — Anaheim Ducks,1.0,100.0,0xca46cc193300abeb5f1b88f81a9d2758845839961a904e498f61160c4a5ab189,Will the Anaheim Ducks win the 2025–2026 NHL Presidents' Trophy?,2.0,98.0
0,2,matching thresholds + jaccard 0.67,0.8577,76.85,NO on Kalshi @ 21.0¢  +  YES on Polymarket @ 2.1¢,KX2028DRUN-28-ABES,Who will run for the Democratic presidential nomination in 2028? — Andy Beshear,82.0,21.0,0x1d519b87999e3d4e90e1e8f57b5eee73a0ba488ff3fdb70867f294733aba84a9,Will Andy Beshear win the 2028 Democratic presidential nomination?,2.15,97.85
1,-1,needs review,0.8316,86.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 12.5¢,KXBTCD-26MAR0906-T73499.99,"Bitcoin price  on Mar 9, 2026? — $73,500 or above",1.0,,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",87.5,12.5
0,-1,needs review,0.9028,77.0,NO on Kalshi @ 2.0¢  +  YES on Polymarket @ 21.0¢,KXMARMAD1SEED-26-DUKE,Will Duke be a 2026 Men's March Madness 1 seed? — Duke,100.0,2.0,0xe285bf8454fc9cbe7e8cdedefb00009b475c2729a60811d76a5a9d716b5b8bd7,Will Duke win the 2026 NCAA Tournament?,21.0,79.0
0,1,threshold mismatch (32.0 vs 2026.0),0.8285,78.25,NO on Kalshi @ 20.0¢  +  YES on Polymarket @ 1.8¢,KXMARMADROUND-26RO32-NEB,Will Nebraska qualify for the Men's March Madness Round of 32? — Nebraska,90.0,20.0,0x86bf2991a79351b6dd39c2c8d7c9fb1a9223f4a8a3efd53f971003c8ca07a625,Will Nebraska be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,1.7500000000000002,98.25
2,2,matching thresholds + jaccard 0.75,0.9454,0.2,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 95.8¢,KXHOUSERACE-NY20-26-R,Will Republican win the House race for NY-20? — Republican party,4.0,100.0,0x23155a2327f99e84b3395cb762b630867db9214629d9261524988fa983866a3d,Will the Republican Party win the NY-20 House seat?,4.2,95.8
2,-1,needs review,0.8665,3.0,YES on Kalshi @ 27.0¢  +  NO on Polymarket @ 70.0¢,KXNHLROSS-26-NMAC,Who will win Art Ross Trophy? — Nathan MacKinnon,27.0,77.0,0xaf0a49a25ea007ee69b7fa97c20e0b3efd541c04dca00a57344cda5b5aa6b57f,Will Nathan MacKinnon win the 2025–2026 NHL Art Ross Trophy?,30.0,70.0
2,2,matching thresholds + jaccard 0.75,0.9423,0.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 92.5¢,KXHOUSERACE-AL01-26-R,Will Republican win the House race for AL-01? — Republican party,100.0,7.0,0x91e88209bdc4e9587877f43780536b470a5a63992a85083ae2ba7eeebfe8063c,Will the Republican Party win the AL-01 House seat?,92.5,7.5
2,-1,needs review,0.8609,9.65,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 5.3¢,KXGA14R-26-CMOO,Will Colton Moore be the Republican nominee for GA-14? — Colton Moore,22.0,85.0,0x588ceb1594d10280d86e0f868e2b6ad0721a5160b520e7d42479bbec836140dc,Will Colton Moore win the GA-14 special election?,5.35,94.65
2,2,matching thresholds + jaccard 0.90,0.9878,1.0,NO on Kalshi @ 62.0¢  +  YES on Polymarket @ 37.0¢,KXEPLRELEGATION-26-WHU,Will West Ham be Relegated from English Premier League in 2025-26 Season? — West Ham,40.0,62.0,0x017099b71b4754c6f7ee6e78492d138270294db1bc520d970eaab83192e12a39,Will West Ham be relegated from the English Premier League after the 2025–26 season?,37.0,63.0
0,2,matching thresholds + jaccard 0.64,0.8722,4.5,NO on Kalshi @ 36.0¢  +  YES on Polymarket @ 59.5¢,KXDOTA2GAME-26MAR09VGNAVI-NAVI,Will Natus Vincere win the Vici Gaming vs. Natus Vincere Dota 2 match? — Natus Vincere,68.0,36.0,0x9f9b366ee53c88635d1e7ab279c35f3e0b3315d02fd8f97941f85d3889567e19,Dota 2: Natus Vincere vs Vici Gaming - Game 2 Winner,59.5,40.5
1,-1,needs review,0.8596,9.0,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 85.0¢,KXECONSTATU3-26MAY-T3.5,Unemployment rate in May 2026? — Exactly 3.5%,6.0,100.0,0x44cf076e74c7b84a3ecc3e6fcb9571e531521df968ee0b43756f44477e666536,Will the March 2026 unemployment rate be 4.3%?,15.0,85.0
1,1,threshold mismatch (16.0 vs 2026.0),0.8303,5.5,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 77.5¢,KXWCROUND-26RO16-WAL,Will Wales qualify for FIFA World Cup Round of 16? — Wales,17.0,100.0,0x78e63aac57c774f9de7a75bc1d53d1fcd7e2776b9b42d3f6a3e7a616d40aae9a,Will Wales qualify for the 2026 FIFA World Cup?,22.5,77.5
0,-1,needs review,0.8285,41.0,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 57.0¢,KXNCAALAXFINAL-26-DEL,Will Delaware win the 2026 Division I Men's College Lacrosse Championship? — Delaware,2.0,100.0,0x3b31f0b958956c978da4c475af8bb974bbd9c91fa990c75fc56649b0a7757245,Will Delaware State win the 2026 MEAC conference championship?,43.0,56.99999999999999
2,2,matching thresholds + jaccard 0.75,0.9334,1.5,YES on Kalshi @ 12.0¢  +  NO on Polymarket @ 86.5¢,KXHOUSERACE-AZ05-26-D,Will Democratic win the House race for AZ-05? — Democratic party,12.0,95.0,0xfd7a5a3fd5a35afb3c1e4580e11616fc0f7faf332d3c95c5e93fe50f81b0e312,Will the Democratic Party win the AZ-05 House seat?,13.5,86.5
1,1,threshold mismatch (4.0 vs 5.5),0.8691,25.5,NO on Kalshi @ 41.0¢  +  YES on Polymarket @ 33.5¢,KXNBAAST-26MAR09NYKLAC-LACDGARLAND10-4,Darius Garland: 4+ assists — Darius Garland: 4+,85.0,41.0,0x6a8748b23f5bb42e5e417b9944d118f12ef6f726e5492f3f314256e3c639a1ab,Darius Garland: Assists O/U 5.5,33.5,66.5
0,2,matching thresholds + jaccard 0.67,0.8794,75.85,NO on Kalshi @ 23.0¢  +  YES on Polymarket @ 1.1¢,KX2028DRUN-28-RKHA,Who will run for the Democratic presidential nomination in 2028? — Ro Khanna,79.0,23.0,0x20d0bc282552ac5ec6f61cd7101cb42a5948cae07e7651bdf40ede1a8b2c5eac,Will Ro Khanna win the 2028 Democratic presidential nomination?,1.15,98.85
1,-1,needs review,0.8484,31.0,YES on Kalshi @ 26.0¢  +  NO on Polymarket @ 43.0¢,KXTNOTEW-26MAR13-B4.14,"Will the yield of 10-year U.S. treasury notes be between 4.13 and 4.15 on Mar 13, 2026? — 4.13% to 4.15%",26.0,82.0,0x2f97350969b8f1a5ce9cb88f87cdec36d2b4c7f2687a215aab6667a9b46190b7,Will the 10-year Treasury yield hit 4.4% before 2027?,56.99999999999999,43.0
2,-1,needs review,0.9238,4.0,NO on Kalshi @ 58.0¢  +  YES on Polymarket @ 38.0¢,KXTRUMPCOUNTRIES-27JAN01-MEX,"Will Donald Trump visit Mexico before Jan 1, 2027? — Mexico",46.0,58.0,0x4f95cd46bd8135256e761691edad83c8e648b86cafa2e772d3084d3e35153efa,Will Donald Trump visit Mexico in 2026?,38.0,62.0
2,2,matching thresholds + jaccard 0.75,0.947,3.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 92.5¢,KXHOUSERACE-NY14-26-R,Will Republican win the House race for NY-14? — Republican party,4.0,100.0,0x863facc8c2f681bce7b04e6d7153c2aa46e0f9482cbba23c2456dc1dd4c72b1c,Will the Republican Party win the NY-14 House seat?,7.5,92.5
2,-1,needs review,0.8601,3.45,NO on Kalshi @ 93.0¢  +  YES on Polymarket @ 3.5¢,KXJOINRONALDO-27-MIA,Where will Cristiano Ronaldo go next? — Inter Miami CF,14.0,93.0,0x6516c797431675f36ca8d7add87cb4b4c6fe72a516621852cfd959394e1c1a2a,Will Cristiano Ronaldo play for Inter Miami CF next?,3.55,96.45
2,-1,needs review,0.8589,2.7,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 96.3¢,KXNEXTMANAGERMANU-26-OGSO,Who will be the next manager of Manchester United? — Ole Gunnar Solskjaer,1.0,100.0,0x8febfe00f8155a3ecfc4af5da7b4283f14b7f6b726217d2c600dcc326d8f50ed,Will Ole Gunnar Solskjær be appointed as manager of Manchester United?,3.7,96.3
2,2,matching thresholds + jaccard 1.00,0.9617,1.0,YES on Kalshi @ 21.0¢  +  NO on Polymarket @ 78.0¢,KXNY10D-26-DGOL,Will Dan Goldman be the Democratic nominee for NY-10? — Dan Goldman,21.0,84.0,0x8294f5eaebd9699d10c62965a17015b6b59bb2a5dfe96063e17b7125885c2499,Will Dan Goldman be the Democratic nominee for NY-10?,22.0,78.0
1,-1,needs review,0.8772,21.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 78.0¢,KXTXSENATEGOPTURNOUT-26MAR03-25,"Will the total vote count in the first round of the 2026 Texas Senate Republican primary be above 2500000? — Above 2,500,000",1.0,100.0,0xb0f9406f5bf768917ccb40d0716aec9276f20a8ca034023c95cccd8ce4812afc,"Will turnout in the first round of the Texas Republican Senate primary be between 2,200,000 and 2,400,000 voters?",22.0,78.0
0,-1,needs review,0.8866,2.95,NO on Kalshi @ 88.0¢  +  YES on Polymarket @ 9.0¢,KXTRUMPAPPROVALYEAR-26DEC31-47,Will Donald Trump's approval rating on approval rating be above 47% during Dec 2025 to Dec 2026 according to VoteHub? — Above 47%,13.0,88.0,0x4279c24023b1ee38227683e58b756d7fe4f5983ef663dee91acb4fd5be32a4c6,Will Trump's approval rating hit 47% in 2026?,9.05,90.95
2,-1,needs review,0.9318,0.7,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.3¢,KXOSCARMAH-26-UGL,Will The Ugly Stepsister win Best Makeup and Hairstyling at the Oscars? — The Ugly Stepsister,3.0,98.0,0xa3b7e0c3cc3ec6bba77baf02a340a7788015281e470a0c0fac453f7d70d4d2a7,Will The Ugly Stepsister win Best Makeup and Hairstyling at the 98th Academy Awards?,1.3,98.7
2,2,matching thresholds + jaccard 0.67,0.8868,4.75,YES on Kalshi @ 39.0¢  +  NO on Polymarket @ 56.2¢,KXBUNDESLIGARELEGATION-26-KOE,Will FC Cologne be Relegated from Bundesliga in 2025-26 Season? — FC Cologne,39.0,83.0,0x0e925ab355d912ed3010f386ee2b62e071823f8fd15660e4eeae92b11e2963f0,Will FC Koln be relegated from the Bundesliga after the 2025–26 season?,43.75,56.25
1,2,matching thresholds + jaccard 0.67,0.9221,0.1,NO on Kalshi @ 1.0¢  +  YES on Polymarket @ 98.9¢,KXALBUMRELEASE-26-BTS,Will BTS release a new album in 2026? — BTS,100.0,1.0,0x4e12760680100ec02c4889fb05dc6f8cb8b771e294f0f2d35a563ea6b833d10e,Will BTS release a new song in 2026?,98.9,1.1
1,-1,needs review,0.8638,62.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 26.5¢,KXFEDMENTION-26MAR-GOLD,Will Powell say Gold at his Mar 2026 press conference? — Gold,11.0,90.0,0xeae1c71dbb4020696a8b12ef6e9ce9aed164d92e6340751de12951439f20393f,"Will Powell say ""Gold"" or ""Oil"" during March press conference?",73.5,26.5
2,-1,needs review,0.9288,0.5,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 91.5¢,KXHOUSERACE-NDAL-26-D,Will Democratic win the House race for ND-AL? — Democratic party,8.0,99.0,0x3e42cebb947b4d0b6ecf9ca1a5a7dbaae2a3192fc2e2110dff482400750cbca9,Will the Democratic Party win the ND-AL House seat?,8.5,91.5
0,-1,needs review,0.8405,0.65,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.4¢,KXMARMAD-26-NCST,Will North Carolina St. win the College Basketball National Championship? — North Carolina St.,1.0,100.0,0x656eb266176be3c092a353f270d2225cc1e71df1adfced6b58539f13de3214ca,Will North Carolina win the 2026 NCAA Tournament?,1.65,98.35
0,-1,needs review,0.8461,33.2,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 65.8¢,KXNFLDRAFT1ST-26-1-SEA,Will Seattle make the 1st Overall Pick in the 2026 Pro Football Draft? — Seattle,1.0,100.0,0x987ab3adf801f56e85aff2fb76c022f727ad8f27d2dcdc75709a5ecfd07805cc,Will the Seattle Seahawks draft a quarterback in the first round of the 2026 NFL Draft?,34.2,65.8
0,-1,needs review,0.8709,40.5,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 52.5¢,KXNCAALAXFINAL-26-HARV,Will Harvard win the 2026 Division I Men's College Lacrosse Championship? — Harvard,7.0,98.0,0x03c2ccb0709636d3bda757d5cd1d71766fd2c0169a2707e4ce644475df956f93,Will Harvard win the 2026 Ivy conference championship?,47.5,52.5
2,2,matching thresholds + jaccard 0.62,0.9346,0.15,NO on Kalshi @ 89.0¢  +  YES on Polymarket @ 10.8¢,KXMENWORLDCUP-26-FR,Will the France win the 2026 Men's World Cup? — France,12.0,89.0,0x9b6fef249040fd17e9c107955b37ac2c3e923509b6b0ff01cc463a331ddeb894,Will France win the 2026 FIFA World Cup?,10.85,89.14999999999999
0,-1,needs review,0.8297,39.5,NO on Kalshi @ 47.0¢  +  YES on Polymarket @ 13.5¢,FEDHIKE-27DEC31,"Will the Federal Reserve hike rates by December 31, 2027? — Before 2028",57.0,47.0,0x80b3af88cb991980e8da1ce86b9794a0957f96ec98c29319dd7ba65e9744d82b,Fed rate hike in 2026?,13.5,86.5
2,-1,needs review,0.892,2.0,NO on Kalshi @ 26.0¢  +  YES on Polymarket @ 72.0¢,KXOSCARCINE-26-ONE,Will One Battle After Another win Best Cinematography at the Oscars? — One Battle After Another,76.0,26.0,0x8cbdce3051fb67c33858b5a2e35a67f74c68e5f7c5f405232c13ddd538c02745,Will One Battle After Another win Best Cinematography at the 98th Academy Awards?,72.0,28.000000000000004
2,-1,needs review,0.8333,1.0,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 90.0¢,KXMLBALCENT-26-MIN,Will Minnesota be the 2026 AL Central Division Winner — Minnesota,9.0,92.0,0x3b94bf68bf2a5bc8ee178fb4aa27abf9e525303a913fe92c500871a415b54f32,Will Minnesota Twins win the 2026 AL Central title?,10.0,90.0
2,-1,needs review,0.9455,0.55,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.5¢,KXSENATEMAD-26-APRE,Wil Ayanna Pressley be the Democratic nominee for the Senate in Massachusetts? — Ayanna Pressley,1.0,100.0,0x428a1da851b599534d28bceb09545bc304085d6986be9b32f3e95a6114253f9a,Will Ayanna Pressley be the Democratic nominee for Senate in Massachusetts?,1.55,98.45
2,-1,needs review,0.9208,0.45,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.6¢,KXPGATOUR-MAST26-STHE,Will Sahith Theegala win the Masters Tournament? — Sahith Theegala,1.0,100.0,0xcd46027134973a8aac368aa706ce768929d0ce9d6141d09bc446308f7f3b0ab2,Will Sahith Theegala win the 2026 Masters tournament?,1.4500000000000002,98.55
2,-1,needs review,0.8506,3.0,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 16.0¢,KXGOVKSNOMR-26-TM,Wil Ty Masterson be the Republican nominee for Governor in Kansas? — Ty Masterson,24.0,81.0,0x709f7a236b27180f120a23913387e11d8bbaf2e59418dd2d9efd513276742bdf,Will Ty Masterson win the 2026 Kansas Governor Republican primary election?,16.0,84.0
2,2,matching thresholds + jaccard 0.75,0.9451,0.5,NO on Kalshi @ 9.0¢  +  YES on Polymarket @ 90.5¢,KXHOUSERACE-KY01-26-R,Will Republican win the House race for KY-01? — Republican party,98.0,9.0,0x36a21174cd64c5b2d202d5ce7a8345f65e7064adbac48c09dff21c5417cd969f,Will the Republican Party win the KY-01 House seat?,90.5,9.5
1,1,threshold mismatch (2026.0 vs 0.2),0.8366,0.15,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 98.9¢,KXDOGED-26MAR0906-T0.1599999,"Dogecoin price  on Mar 9, 2026? — $0.16 or above",1.0,,0x43637d120b7fede169ca76a7b0111865254737b61a2438dd00925c2f720bb68c,Will Dogecoin reach $0.20 in March?,1.15,98.85
2,2,matching thresholds + jaccard 1.00,0.9746,0.2,NO on Kalshi @ 14.0¢  +  YES on Polymarket @ 85.8¢,KXTXPRIMARY-32R26-JYAR,Will Jace Yarbrough be the Republican nominee for TX-32? — Jace Yarbrough,92.0,14.0,0x1dbf0d1252cbf5e47ec72fb0d8a0590e1c62f333c8f5699397ea64e8ea177edc,Will Jace Yarbrough be the Republican Nominee for TX-32?,85.8,14.2
0,-1,needs review,0.8332,23.5,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 48.5¢,KXBRASILEIROGAME-26MAR10MIRSAN-TIE,Mirassol vs Santos Winner? — Tie,28.0,75.0,0xcc4e69097bba5f1eb2b3654b7da652e944ac2ec441196039fb3b3d1e423d2bfb,Mirassol FC vs. Santos FC: O/U 2.5,51.5,48.5
2,-1,needs review,0.8582,42.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 54.0¢,KXNCAAMBWAC-26-UTU,Will Utah Tech be the Western Athletic tournament champions? — Utah Tech,4.0,98.0,0x72967847f8d3bf265bdc185dbe00074f75995d489042b24dc6781635eae23209,Will Utah Tech win the 2026 WAC conference championship?,46.0,54.0
